,Date,Open,High,Low,Close,Adj Close,Volume,Labels
0,2000-01-03,94.1875,94.375,87.75,88.3125,72.514275,1822600,
1,2000-01-04,87.0,87.5,82.25,82.75,67.946861,1647700,
2,2000-01-05,80.875,81.875,78.375,78.875,64.765038,1516600,
3,2000-01-06,78.625,84.5,78.625,82.25,67.53628499999999,1845100,
4,2000-01-07,83.0625,83.1875,79.875,82.5625,67.792885,1127400,
5,2000-01-10,81.75,84.875,81.75,84.375,69.281143,803100,hold
6,2000-01-11,85.0,86.25,84.5625,84.8125,69.640411,808600,hold
7,2000-01-12,84.125,86.0,83.375,84.375,69.281143,916100,buy
8,2000-01-13,85.125,85.125,82.875,84.5,69.38382,711000,hold
9,2000-01-14,85.5,86.9375,85.3125,85.625,70.307571,607000,hold
10,2000-01-18,85.0,89.125,84.75,86.875,71.333954,1095700,hold
11,2000-01-19,86.875,89.375,86.75,87.5625,71.898438,636900,hold
12,2000-01-20,87.0,87.9375,84.875,85.9375,70.66098000000002,621800,hold
13,2000-01-21,86.1875,86.1875,84.5625,85.6875,70.455421,542500,hold
14,2000-01-24,87.5,87.5,81.5,81.75,67.217865,712900,buy
15,2000-01-25,83.0,84.1875,82.375,83.875,68.965103,749300,hold
16,2000-01-26,84.125,88.5,84.125,88.25,72.56240799999998,1086600,hold
17,2000-01-27,88.25,89.9375,87.625,89.0,73.179062,702000,hold
18,2000-01-28,87.5,88.0,86.125,87.0,71.534599,776800,hold
19,2000-01-31,87.0,91.6875,86.5,91.625,75.337448,801800,sell
20,2000-02-01,92.875,93.0,90.5,91.25,75.02912099999998,813100,hold
21,2000-02-02,90.75,91.625,88.625,91.125,74.926346,964700,hold
22,2000-02-03,90.0,91.125,84.8125,85.375,70.198479,2213300,hold
23,2000-02-04,87.25,87.25,83.5625,84.6875,69.633186,1451700,buy
24,2000-02-07,84.4375,86.5,83.5,85.75,70.506805,929800,hold
25,2000-02-08,85.75,89.625,85.75,89.4375,73.538834,1024800,hold
26,2000-02-09,89.4375,89.4375,86.5625,86.75,71.329094,397100,hold
27,2000-02-10,86.75,87.3125,85.5,86.625,71.22627299999998,503200,hold
28,2000-02-11,86.4375,88.75,85.0,85.125,69.992882,856900,hold
29,2000-02-14,85.125,86.875,84.625,86.5,71.123489,627800,hold
30,2000-02-15,86.25,86.625,85.125,86.5,71.123489,542400,hold
31,2000-02-16,86.75,87.3125,82.875,82.9375,68.194275,720300,hold
32,2000-02-17,84.75,84.75,81.125,82.125,67.526207,895500,hold
33,2000-02-18,84.5,84.5,80.75,80.8125,66.446999,925500,buy
34,2000-02-22,81.25,82.375,80.6875,81.5625,67.063683,720100,hold
35,2000-02-23,81.3125,87.0,81.0625,85.75,70.506805,702900,hold
36,2000-02-24,85.8125,89.9375,85.5,89.625,73.692963,1199800,hold
37,2000-02-25,89.4375,94.0,88.25,89.25,73.384659,1333000,hold
38,2000-02-28,89.25,89.25,87.0,88.0,72.356873,518000,buy
39,2000-02-29,88.75,92.5,88.0,92.5,76.056931,1381200,hold
40,2000-03-01,93.25,96.75,93.1875,94.75,77.906929,1488900,hold
41,2000-03-02,95.25,97.875,94.125,96.25,79.140274,1819200,hold
42,2000-03-03,97.0,102.5,96.75,102.5,84.279297,2295900,hold
43,2000-03-06,102.75,105.25,102.375,103.6875,85.255684,1421000,hold
44,2000-03-07,103.9375,105.75,102.4375,104.875,86.232124,1041300,hold
45,2000-03-08,105.0,105.375,99.6875,101.75,83.662598,1041100,buy
46,2000-03-09,101.75,108.1875,101.25,107.1875,88.133522,535500,hold
47,2000-03-10,109.75,119.0,108.5,112.25,92.296089,2034400,hold
48,2000-03-13,107.5,115.5,106.5,110.375,90.754395,1454200,hold
49,2000-03-14,111.5,112.875,103.5,104.75,86.12930300000002,653100,hold
50,2000-03-15,102.5,105.5,101.375,103.5625,85.15293100000002,700300,hold
51,2000-03-16,103.875,105.0,99.25,103.3125,84.947365,2024800,buy
52,2000-03-17,104.125,117.375,103.25,116.5,95.790573,2099400,hold
53,2000-03-20,117.625,123.0,112.5625,113.4375,93.272507,2254000,hold
54,2000-03-21,111.0,119.8125,106.5,118.25,97.229507,2692800,hold
55,2000-03-22,114.875,117.9375,114.8125,117.156197,96.330147,1258900,hold
56,2000-03-23,116.5,119.0,115.125,119.0,97.846191,1656900,hold
57,2000-03-24,119.0,128.0,117.6875,121.3125,99.747604,1934400,sell
58,2000-03-27,118.25,119.375,111.75,112.0,92.090538,1315000,hold
59,2000-03-28,109.5,115.5,108.5,113.25,93.118347,1649400,hold
60,2000-03-29,114.0,116.125,110.75,114.1875,93.889168,754300,hold
61,2000-03-30,112.625,115.0,105.125,106.875,87.876549,1241200,hold
62,2000-03-31,108.0,111.875,103.3125,105.25,86.540451,1693300,hold
63,2000-04-03,108.75,110.8125,105.5,105.5,86.74604000000002,1789500,hold
64,2000-04-04,106.0,106.25,91.125,98.25,80.78478199999998,3739600,hold
65,2000-04-05,97.5,99.625,93.5,97.4375,80.116737,3238700,hold
66,2000-04-06,101.0,106.0,100.0,106.0,87.157135,1675700,hold
67,2000-04-07,106.25,107.25,101.1875,102.5,84.279297,1373500,hold
68,2000-04-10,104.0,109.125,103.5625,107.0625,88.030762,1749900,sell
69,2000-04-11,107.125,108.3125,104.3125,104.8125,86.180679,1147200,hold
70,2000-04-12,106.5,107.25,96.5,96.5625,79.397224,2598500,hold
71,2000-04-13,96.75,98.125,92.3125,95.25,78.318062,3377700,hold
72,2000-04-14,92.75,92.75,79.4375,82.75,68.040092,4855800,buy
73,2000-04-17,81.75,87.75,81.0,87.5,71.94573199999998,3489600,hold
74,2000-04-18,87.5,94.9375,86.875,93.75,77.084717,2191500,hold
75,2000-04-19,93.4375,93.5,89.625,92.0625,75.79418199999998,1390200,hold
76,2000-04-20,91.8125,91.8125,88.0,88.8125,73.118515,1061100,hold
77,2000-04-24,88.8125,91.5,84.625,86.875,71.523384,1764300,buy
78,2000-04-25,88.625,97.875,87.5,97.0625,79.91069,1341500,sell
79,2000-04-26,97.5625,99.125,94.0,94.5,77.801018,1626100,hold
80,2000-04-27,91.5,96.25,90.375,95.1875,78.366982,1772400,hold
81,2000-04-28,96.25,97.5,90.875,93.25,76.771843,1145600,hold
82,2000-05-01,93.25,101.625,93.25,97.0,79.859215,2319300,hold
83,2000-05-02,95.0,97.625,92.5,93.0,76.56603199999998,1666500,hold
84,2000-05-03,92.25,95.75,89.6875,91.125,75.022369,1931000,hold
85,2000-05-04,91.375,92.0,88.125,90.1875,74.250519,920700,hold
86,2000-05-05,89.375,92.1875,87.4375,89.875,73.993248,1378100,hold
87,2000-05-08,86.0,87.875,85.75,87.3125,71.883606,2817000,hold
88,2000-05-09,86.0,87.0,84.75,85.625,70.49427800000002,1739100,hold
89,2000-05-10,83.0,83.6875,80.5625,81.4375,67.04673000000001,2340600,hold
90,2000-05-11,81.5,83.25,80.4375,80.875,66.583618,2276000,buy
91,2000-05-12,80.25,84.875,80.25,83.78119699999998,68.976242,1911200,hold
92,2000-05-15,83.8125,88.0,83.8125,87.0625,71.677757,1668900,hold
93,2000-05-16,88.0,89.25,84.0,85.5,70.391335,2538400,hold
94,2000-05-17,85.125,86.0,83.0,84.6875,69.722443,1231000,hold
95,2000-05-18,83.875,87.5,83.875,85.25,70.185532,1493000,hold
96,2000-05-19,84.25,85.0,82.125,84.5625,69.619522,1537500,hold
97,2000-05-22,83.5,83.875,80.625,82.0,67.509834,1345600,hold
98,2000-05-23,81.875,85.5,81.5,82.8125,68.178749,1203900,hold
99,2000-05-24,82.625,83.625,79.5,80.0,65.863251,1530200,hold
100,2000-05-25,80.5,83.375,71.9375,73.0,60.100208,4030100,hold
101,2000-05-26,73.125,73.375,69.375,69.8125,57.475971,2378100,buy
